finding_id,route_code,route_label,route_kind,reduction_tier,primary_reduction_detail,schedule_name,anchor_neighborhoods,geography_layer,anchor_rationale,acs_year,population_2022_residents,affected_total_pop_2022,pct_white_alone_residents,pop_white_alone_residents_est,pct_black_alone_residents,pop_black_alone_residents_est,pct_asian_alone_residents,pop_asian_alone_residents_est,pct_hispanic_residents,pop_hispanic_residents_est,pct_households_top2_income_brackets,households_top2_income_brackets_est,pct_below_poverty_line_residents,pop_below_poverty_line_residents_est,pct_journey_to_work_auto_drove_carpool,workers_commute_car_truck_van_est,pct_journey_to_work_public_transit,workers_commute_public_transit_est,weekday_avg_riders_baseline_2017_2019,weekday_avg_riders_covid_2020_2021,weekday_avg_riders_recent_2023_2024,pct_change_weekday_riders_covid_vs_baseline,pct_change_weekday_riders_recent_vs_baseline
FIND-20260324-067,067,67,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",67 - MONROEVILLE,"Squirrel Hill North, Point Breeze, Point Breeze North, Central Oakland, North Oakland, Shadyside, West Oakland, Central Business District, Crawford-Roberts, Bluff, South Oakland, South Side Flats, Squirrel Hill South, Terrace Village, Strip District, Homewood South","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,79296,79296,17.7,14035,65.8,52177,10.1,8009,3.4,2696,30.0,9518,29.8,18508,41.6,16463,12.1,4789,2133.6,967.1,1431.1,-54.7,-32.9
FIND-20260324-069,069,69,non_commuter_bus,minor,Wilmerding–Wilkinsburg East Busway only,69 - TRAFFORD,"Squirrel Hill North, Point Breeze, Point Breeze North, Central Oakland, North Oakland, Shadyside, West Oakland, Central Business District, Crawford-Roberts, Bluff, South Oakland, South Side Flats, Squirrel Hill South, Terrace Village, Strip District, Homewood South","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,79296,79296,17.7,14035,65.8,52177,10.1,8009,3.4,2696,30.0,9518,29.8,18508,41.6,16463,12.1,4789,1590.2,615.8,1061.7,-61.3,-33.2
FIND-20260324-071A,071A,71A,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",71A - NEGLEY,"East Liberty, Shadyside, Bloomfield, North Oakland, Friendship, Garfield, West Oakland, Highland Park, Central Oakland, Morningside, South Oakland, Upper Hill, Terrace Village, Bluff, Squirrel Hill North, Crawford-Roberts","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,84132,84132,20.2,16995,63.6,53508,9.5,7993,3.7,3113,27.1,9411,24.5,16447,42.2,18446,14.7,6425,5740.3,2469.7,3335.1,-57.0,-41.9
FIND-20260324-071B,071B,71B,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",71B - HIGHLAND PARK,"Shadyside, Squirrel Hill North, Bluff, Crawford-Roberts, West Oakland, East Liberty, Highland Park, North Oakland, Terrace Village, Central Oakland, South Oakland, Central Business District, Larimer, Point Breeze, Morningside","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,68796,68796,19.8,13622,65.2,44855,9.0,6192,4.0,2752,26.5,7033,29.9,15466,40.1,13650,14.8,5038,5020.1,2067.0,3958.4,-58.8,-21.1
FIND-20260324-071C,071C,71C,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",71C - POINT BREEZE,"Shadyside, Bloomfield, East Liberty, North Oakland, Point Breeze, Point Breeze North, Friendship, West Oakland, Central Oakland, South Oakland, Larimer, Garfield, Upper Hill, Terrace Village, Bluff, Squirrel Hill North, Crawford-Roberts, Homewood West, Homewood South","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,80066,80066,30.8,24660,53.5,42835,8.8,7046,3.7,2962,22.5,7357,28.1,17688,43.9,17648,16.0,6432,5752.3,2611.6,3597.5,-54.6,-37.5
FIND-20260324-071D,071D,71D,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",71D - HAMILTON,"Shadyside, Homewood South, Point Breeze North, Squirrel Hill North, Homewood North, North Oakland, West Oakland, Central Oakland, Homewood West, Larimer, East Hills, Point Breeze, South Oakland, Terrace Village, Bluff, Crawford-Roberts","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,60648,60648,34.4,20863,51.6,31294,8.1,4912,3.5,2123,21.3,4636,36.9,16155,42.9,11710,14.7,4013,4525.0,1858.2,2435.8,-58.9,-46.2
FIND-20260324-074,074,74,non_commuter_bus,major,Major frequency reduction; step 6,74 - HOMEWOOD-SQUIRREL HILL,"Lincoln-Lemington-Belmar, Point Breeze, Homewood North, Squirrel Hill North, Larimer, East Liberty, Point Breeze North, Squirrel Hill South, Shadyside, Highland Park, Homewood South, Homewood West, Friendship, Garfield","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,69844,69844,36.4,25423,48.2,33665,8.0,5588,4.7,3283,27.7,8804,19.7,12633,50.2,18498,18.0,6633,975.6,451.8,676.5,-53.7,-30.7
FIND-20260324-075,075,75,non_commuter_bus,major,Major frequency reduction; step 6,75 - ELLSWORTH,"East Liberty, Shadyside, Larimer, North Oakland, Central Oakland, West Oakland, South Side Flats, South Side Slopes, Squirrel Hill North, Bloomfield, South Oakland, Friendship, Terrace Village, Bluff, Arlington, Arlington Heights, Highland Park, Morningside, Stanton Heights, Garfield, Central Lawrenceville, Lincoln-Lemington-Belmar, Homewood West, Point Breeze North, Point Breeze","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,110549,110549,23.1,25537,63.9,70641,6.9,7628,4.1,4533,27.0,13045,23.5,21782,46.5,27507,15.0,8873,3328.0,1684.7,2610.5,-49.4,-21.6
FIND-20260324-077,077,77,non_commuter_bus,major,Major frequency reduction; step 6,77 - PENN HILLS,"Shadyside, East Liberty, Homewood North, Bloomfield, Homewood South, Larimer, East Hills, Homewood West, Friendship, North Oakland, Upper Hill, Point Breeze North, Garfield, Polish Hill, Central Business District, Lower Lawrenceville, Bedford Dwellings, Crawford-Roberts, Middle Hill, Strip District","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,64120,64120,42.0,26930,45.3,29046,6.5,4168,3.1,1988,23.5,7430,24.1,13857,51.1,17402,18.9,6436,2341.0,1132.7,1188.8,-51.6,-49.2
FIND-20260324-081,081,81,non_commuter_bus,major,Major frequency reduction; step 6,81 - OAK HILL,"Terrace Village, Crawford-Roberts, West Oakland, Middle Hill, South Oakland, North Oakland, Central Oakland, Central Business District, Bluff, Bedford Dwellings, Strip District, South Side Flats, South Side Slopes","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,40863,40863,29.0,11850,59.5,24313,6.5,2656,3.3,1348,21.0,3249,38.3,10998,40.1,7664,17.6,3364,1747.0,940.5,1306.8,-46.2,-25.2
FIND-20260324-082,082,82,non_commuter_bus,major,Major frequency reduction; step 6,82 - LINCOLN,"Shadyside, Terrace Village, East Liberty, Lincoln-Lemington-Belmar, Middle Hill, Crawford-Roberts, Larimer, Upper Hill, Bloomfield, Homewood West, North Oakland, Friendship, Homewood North, Bluff, Central Business District, Bedford Dwellings, West Oakland, Strip District, Garfield","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,64047,64047,43.1,27604,43.4,27796,7.6,4868,4.2,2690,21.6,6147,26.2,13432,45.3,14634,20.8,6719,3993.7,2210.2,3390.8,-44.7,-15.1
FIND-20260324-083,083,83,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",83 - BEDFORD HILL,"Terrace Village, Middle Hill, West Oakland, North Oakland, Bedford Dwellings, Crawford-Roberts, Upper Hill, Central Oakland, South Oakland, Strip District, Polish Hill, Bluff, Central Business District, South Side Flats, South Side Slopes","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,44026,44026,30.6,13472,57.9,25491,6.1,2686,2.7,1189,21.9,3706,33.9,10807,44.7,9195,16.9,3476,2440.1,1388.7,1685.6,-43.1,-30.9
FIND-20260324-086,086,86,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",86 - LIBERTY,"Shadyside, East Liberty, Bloomfield, Homewood South, Strip District, Homewood North, Larimer, Polish Hill, Lower Lawrenceville, Homewood West, East Hills, Friendship, Point Breeze North, Bedford Dwellings, Central Lawrenceville, Crawford-Roberts, Central Business District, North Oakland, Garfield, Middle Hill","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,66890,66890,38.1,25485,49.6,33177,6.2,4147,3.4,2274,24.3,8130,23.8,14284,50.0,18272,19.0,6943,2895.4,1444.4,1834.3,-50.1,-36.6
FIND-20260324-087,087,87,non_commuter_bus,major,Major frequency reduction; step 6,87 - FRIENDSHIP,"Stanton Heights, Garfield, Morningside, Central Lawrenceville, Highland Park, Upper Lawrenceville, Bloomfield, East Liberty, Strip District, Polish Hill, Lower Lawrenceville, Friendship, Bedford Dwellings, Crawford-Roberts, Central Business District, North Oakland, Middle Hill, Shadyside","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,74543,74543,24.8,18487,63.0,46962,6.4,4771,3.2,2385,29.7,11180,17.6,11908,48.8,21105,16.8,7265,2784.6,1107.0,1232.3,-60.2,-55.7
FIND-20260324-088,088,88,non_commuter_bus,major,Major frequency reduction; step 6,88 - PENN,"Bloomfield, Strip District, Garfield, Central Lawrenceville, East Liberty, Lower Lawrenceville, Shadyside, Friendship, Polish Hill, Crawford-Roberts, Larimer, Bedford Dwellings, Central Business District, Point Breeze, Point Breeze North, Homewood West, Middle Hill","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,51429,51429,32.6,16766,54.7,28132,6.3,3240,3.7,1903,26.8,7632,20.1,10099,49.2,15458,19.7,6189,3131.9,1180.7,1179.4,-62.3,-62.3
FIND-20260324-091,091,91,non_commuter_bus,major,Major frequency reduction; step 6,91 - BUTLER STREET,"Central Lawrenceville, Strip District, Lower Lawrenceville, Upper Lawrenceville, Lincoln-Lemington-Belmar, Polish Hill, Stanton Heights, Crawford-Roberts, Bedford Dwellings, Central Business District, Middle Hill, Morningside","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,27671,27671,33.9,9380,58.9,16298,2.7,747,3.0,830,28.5,3995,20.0,5387,54.3,8123,17.2,2573,4421.4,2005.8,2182.4,-54.6,-50.6
FIND-20260324-093,093,93,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",93 - LAWRENCEVILLE - HAZELWOOD,"Hazelwood, Squirrel Hill South, Greenfield, Central Lawrenceville, Glen Hazel, North Oakland, Central Oakland, South Oakland, Upper Lawrenceville, Bloomfield, Lower Lawrenceville, West Oakland, Shadyside, Squirrel Hill North, Upper Hill, Stanton Heights, Polish Hill, Terrace Village","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,93613,93613,13.8,12919,72.3,67682,7.8,7302,3.1,2902,30.6,12845,22.5,18418,48.0,24266,13.1,6623,1953.9,1060.8,1577.0,-45.7,-19.3
FIND-20260324-BLLB,BLLB,BLLB,light_rail_or_incline,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",BLUE LINE - LIBRARY,None (see geography note),"Allegheny County (region row), suburban / out-of-city proxy",No stop-based neighborhood mapping in neighborhood_route_service.json; county proxy.,2022,1245310,1245310,12.7,158154,77.8,968851,4.1,51058,2.4,29887,36.3,198066,11.1,134535,72.0,451909,6.9,43308,6293.5,5951.5,,-5.4,
FIND-20260324-BLSV,BLSV,BLSV,light_rail_or_incline,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",BLUE LINE - SOUTH HILLS VILLAGE,None (see geography note),"Allegheny County (region row), suburban / out-of-city proxy",No stop-based neighborhood mapping in neighborhood_route_service.json; county proxy.,2022,1245310,1245310,12.7,158154,77.8,968851,4.1,51058,2.4,29887,36.3,198066,11.1,134535,72.0,451909,6.9,43308,9066.6,8540.5,,-5.8,
FIND-20260324-BLUE,BLUE,BLUE,light_rail_or_incline,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",BLUE - SouthHills Village via Overbrook,"Central Business District, Brookline, Bon Air, Mount Washington, Beltzhoover, Bluff, Carrick, Overbrook, Allegheny West, North Shore, South Shore, Allegheny Center, Allentown, Beechview, Crawford-Roberts, South Side Flats, Chateau, South Side Slopes","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,62780,62780,14.0,8789,78.6,49345,2.0,1256,3.6,2260,28.5,7835,16.7,9485,61.2,20799,11.9,4044,9066.6,2104.3,2942.6,-76.8,-67.5
FIND-20260324-G2,G2,G2,non_commuter_bus,major,Major frequency reduction; step 6,G2 - WEST BUSWAY,"Central Business District, Duquesne Heights, South Shore, Bluff, Crawford-Roberts, Mount Washington, Crafton Heights, East Carnegie, Oakwood, Sheraden, Chateau, Elliott, West End","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,21529,21529,14.1,3036,79.0,17008,1.5,323,2.3,495,30.9,2437,17.2,2696,55.6,6089,9.8,1073,3871.2,1277.0,1400.1,-67.0,-63.8
FIND-20260324-P1,P1,P1,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",P1 - EAST BUSWAY-ALL STOPS,"Central Business District, East Liberty, Shadyside, Crawford-Roberts, Homewood West, Point Breeze North, Strip District, Bluff, Bloomfield, Friendship, Homewood South, Larimer, Lower Lawrenceville, Polish Hill, Bedford Dwellings, Point Breeze","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,49974,49974,31.4,15692,55.1,27536,6.7,3348,4.0,1999,25.8,6298,22.0,9504,49.3,13911,19.0,5361,10442.8,3855.3,4694.6,-63.1,-55.0
FIND-20260324-P3,P3,P3,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",P3 - EAST BUSWAY-OAKLAND,"North Oakland, Shadyside, Central Oakland, West Oakland, Squirrel Hill North, Bloomfield, East Liberty, South Oakland, Friendship, Upper Hill, Homewood West, Point Breeze North, Homewood South, Larimer, Point Breeze","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,69407,69407,28.5,19781,54.9,38104,9.8,6802,3.7,2568,21.9,6707,27.9,16219,45.5,16513,16.5,5988,2751.8,1148.6,1767.8,-58.3,-35.8
FIND-20260324-P68,P68,P68,non_commuter_bus,major,Major frequency reduction; step 6,P68 - BRADDOCK HILLS FLYER,"Central Business District, East Liberty, Shadyside, Strip District, Crawford-Roberts, Homewood West, Point Breeze North, Bloomfield, Friendship, Homewood South, Larimer, Lower Lawrenceville, Polish Hill, Bedford Dwellings, Bluff, Point Breeze","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,49974,49974,31.4,15692,55.1,27536,6.7,3348,4.0,1999,25.8,6298,22.0,9504,49.3,13911,19.0,5361,1174.0,759.5,1267.8,-35.3,8.0
FIND-20260324-P78,P78,P78,non_commuter_bus,major,Major frequency reduction; step 6,P78 - OAKMONT FLYER,"Central Business District, East Liberty, Shadyside, Strip District, Crawford-Roberts, Homewood West, Point Breeze North, Bloomfield, Friendship, Homewood South, Larimer, Lower Lawrenceville, Polish Hill, Bedford Dwellings, Point Breeze","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,43315,43315,31.8,13774,54.4,23563,7.0,3032,4.0,1733,25.9,6239,20.5,8689,51.6,13562,19.7,5178,1231.9,583.0,785.0,-52.7,-36.3
FIND-20260324-RED,RED,RED,light_rail_or_incline,minor,Overbrook Junction–Allegheny only,RED - Castle Shannon via Beechview,"Beechview, Central Business District, Mount Washington, Beltzhoover, Brookline, Bluff, Bon Air, Allegheny West, North Shore, South Shore, Allegheny Center, Allentown, Banksville, Crawford-Roberts, South Side Flats, Chateau, South Side Slopes","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,52665,52665,14.8,7794,77.9,41026,2.2,1159,3.5,1843,29.4,6791,16.5,7697,59.8,17252,11.4,3289,10533.4,3227.8,4267.1,-69.4,-59.5
FIND-20260324-Y46,Y46,Y46,non_commuter_bus,major,Major frequency reduction; step 6,Y46 - ELIZABETH FLYER,"Overbrook, Carrick, Brookline, Mount Washington, Central Business District, Beltzhoover, Bon Air, South Shore, Beechview, Allentown","City of Pittsburgh neighborhood(s), 2022 ACS",Anchor list from `data/neighborhood_route_service.json` (stop/polygon + buffer; not from route line geometry). Rebuild: `python3 scripts/build_neighborhood_route_service.py`.,2022,44972,44972,13.2,5936,79.7,35843,1.7,765,3.5,1574,27.8,5844,12.1,5426,66.3,16283,11.9,2923,1809.8,814.0,886.0,-55.0,-51.0
