trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
10704020,P68,4,OUTBOUND-FORBES HOSPITAL,,0,86 -646,shp-P68-52,1,1
10705010,6,2,INBOUND-DOWNTOWN,,1,11 -019,shp-6-01,1,1
10706090,28X,1,OUTBOUND-PITTSBURGH INTERNATIONAL AIRPORT,,0,28X-095,shp-28X-52,1,1
10707070,P1,3,INBOUND-DOWNTOWN,,1,P1  -452,shp-P1-02,1,1
10708070,91,3,INBOUND-DOWNTOWN,,1,6 -022,shp-91-02,1,1
10709020,61A,4,INBOUND-DOWNTOWN,,1,61B-407,shp-61A-04,1,1
10710010,57,2,OUTBOUND-WATERFRONT,,0,57 -166,shp-57-51,1,1
1071070,1,3,INBOUND-DOWNTOWN,,1,17 -071,shp-1-51,1,1
10711020,71D,4,OUTBOUND-WILKINSBURG,,0,71C-543,shp-71D-51,1,1
10712020,88,4,INBOUND-DOWNTOWN,,1,88 -667,shp-88-01,1,1
10713020,82,4,INBOUND-DOWNTOWN,,1,75 -595,shp-82-02,1,1
10714010,8,2,INBOUND-DOWNTOWN,,1,13 -029,shp-8-01,1,1
10715070,61A,3,INBOUND-DOWNTOWN,,1,61A-241,shp-61A-04,1,1
10716070,27,3,INBOUND-DOWNTOWN,,1,26 -096,shp-27-01,1,1
10717010,71C,2,INBOUND-OAKLAND,,1,28X-095,shp-71C-01,1,1
10718020,8,4,INBOUND-DOWNTOWN,,1,13 -069,shp-8-01,1,1
10719010,61D,2,OUTBOUND-WATERFRONT,,0,61D-218,shp-61D-52,1,1
10720010,27,2,INBOUND-DOWNTOWN,,1,26 -080,shp-27-01,1,1
1072070,26,3,INBOUND-DOWNTOWN,,1,27 -101,shp-26-01,1,1
10721090,17,1,OUTBOUND-SHADELAND,,0,17 -056,shp-17-51,1,1
10722020,82,4,OUTBOUND-LINCOLN VIA CENTRE AVENUE,,0,82 -632,shp-82-51,1,1
10723020,P1,4,OUTBOUND-SWISSVALE,,0,P1  -754,shp-P1-52,1,1
10724090,71C,1,OUTBOUND-WILKINSBURG,,0,71C-260,shp-71C-51,1,1
10725070,36,3,INBOUND-DOWNTOWN,,1,24 -093,shp-36-01,1,1
10726020,17,4,OUTBOUND-SHADELAND,,0,17 -098,shp-17-51,1,1
10727010,61B,2,INBOUND-DOWNTOWN,,1,61B-196,shp-61B-04,1,1
10728020,O12,4,OUTBOUND-MCCANDLESS PARK AND RIDE,,0,O12 -748,shp-O12-53,1,1
10729090,61B,1,OUTBOUND-BRADDOCK,,0,51 -131,shp-61B-53,1,1
10730090,71B,1,INBOUND-DOWNTOWN,,1,71B-247,shp-71B-02,1,1
1073020,21,4,OUTBOUND-UNIVERSITY BLVD PARK AND RIDE,,0,27 -163,shp-21-51,1,1
10731020,64,4,OUTBOUND-WATERFRONT,,0,64 -474,shp-64-52,1,1
10732070,48,3,OUTBOUND-SOUTH HILLS JUNCTION,,0,48 -148,shp-48-52,1,1
10733090,53,1,INBOUND-WATERFRONT,,1,59 -170,shp-53-01,1,1
10734010,28X,2,INBOUND-DOWNTOWN AND OAKLAND,,1,28X-085,shp-28X-02,1,1
10735090,22,1,OUTBOUND-KENNEDY CENTER,,0,24 -070,shp-22-51,1,1
10736020,8,4,OUTBOUND-WEST VIEW,,0,8 -041,shp-8-51,1,1
10737020,16,4,OUTBOUND-AVALON LOOP,,0,16 -093,shp-16-52,1,1
1073732090,BLUE,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-003,shp-BLUE-51,1,1
1073733020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-010,shp-SLVR-51,1,1
1073734020,SLVR,4,INBOUND-WASHINGTON JUNCTION,,1,SLVR-011,shp-SLVR-06,1,1
1073735010,SLVR,2,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073736090,RED,1,INBOUND-NORTH SHORE,,1,RED -008,shp-RED-01,1,1
1073737070,RED,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -006,shp-RED-51,1,1
1073738010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -006,shp-RED-51,1,1
1073739020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -701,shp-RED-51,1,1
1073740090,BLUE,1,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073741010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -004,shp-RED-51,1,1
1073742070,SLVR,3,OUTBOUND-LIBRARY,,0,SLVR-012,shp-SLVR-51,1,1
1073743090,BLUE,1,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073744090,RED,1,INBOUND-NORTH SHORE,,1,RED -006,shp-RED-01,1,1
1073745020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -010,shp-RED-51,1,1
1073746010,BLUE,2,INBOUND-NORTH SHORE,,1,BLUE-003,shp-BLUE-01,1,1
1073747020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -707,shp-BLUE-51,1,1
1073748090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073749020,SLVR,4,INBOUND-NORTH SHORE,,1,SLVR-011,shp-SLVR-01,1,1
1073750020,RED,4,INBOUND-NORTH SHORE,,1,RED -011,shp-RED-01,1,1
1073751070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073752090,BLUE,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-001,shp-BLUE-51,1,1
1073753070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073754090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073755070,SLVR,3,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073756020,RED,4,INBOUND-NORTH SHORE,,1,RED -017,shp-RED-01,1,1
1073757070,SLVR,3,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073758070,SLVR,3,OUTBOUND-LIBRARY,,0,SLVR-012,shp-SLVR-51,1,1
1073759090,RED,1,INBOUND-NORTH SHORE,,1,RED -008,shp-RED-01,1,1
1073760090,RED,1,INBOUND-NORTH SHORE,,1,RED -004,shp-RED-01,1,1
1073761020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-014,shp-SLVR-51,1,1
1073762010,RED,2,INBOUND-NORTH SHORE,,1,RED -007,shp-RED-01,1,1
1073763090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -009,shp-RED-51,1,1
1073764070,RED,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -007,shp-RED-51,1,1
1073765010,BLUE,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-001,shp-BLUE-51,1,1
1073766010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -007,shp-RED-51,1,1
1073767070,RED,3,INBOUND-NORTH SHORE,,1,RED -004,shp-RED-01,1,1
1073768070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-011,shp-SLVR-01,1,1
1073769020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-003,shp-BLUE-51,1,1
1073770010,RED,2,INBOUND-NORTH SHORE,,1,RED -007,shp-RED-01,1,1
1073771070,RED,3,INBOUND-NORTH SHORE,,1,RED -009,shp-RED-01,1,1
1073772010,SLVR,2,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073773020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-005,shp-BLUE-51,1,1
1073774090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-012,shp-SLVR-01,1,1
1073775020,BLUE,4,INBOUND-NORTH SHORE,,1,BLUE-901,shp-BLUE-01,1,1
1073776090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -008,shp-RED-51,1,1
1073777020,SLVR,4,INBOUND-NORTH SHORE,,1,SLVR-008,shp-SLVR-01,1,1
1073778090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -006,shp-RED-51,1,1
1073779090,RED,1,INBOUND-NORTH SHORE,,1,RED -009,shp-RED-01,1,1
1073780090,BLUE,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-001,shp-BLUE-51,1,1
1073781090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -005,shp-RED-51,1,1
1073782020,SLVR,4,INBOUND-NORTH SHORE,,1,SLVR-014,shp-SLVR-01,1,1
1073783020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -011,shp-RED-51,1,1
1073784010,BLUE,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-001,shp-BLUE-51,1,1
1073785090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073786020,RED,4,INBOUND-NORTH SHORE,,1,RED -707,shp-RED-01,1,1
1073787010,RED,2,INBOUND-NORTH SHORE,,1,RED -008,shp-RED-01,1,1
1073788010,RED,2,INBOUND-NORTH SHORE,,1,RED -009,shp-RED-01,1,1
1073789010,SLVR,2,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073790070,BLUE,3,INBOUND-NORTH SHORE,,1,BLUE-003,shp-BLUE-01,1,1
1073791070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-012,shp-SLVR-01,1,1
1073792070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073793070,RED,3,INBOUND-NORTH SHORE,,1,RED -007,shp-RED-01,1,1
1073794010,BLUE,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-003,shp-BLUE-51,1,1
1073795090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -006,shp-RED-51,1,1
1073796020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-014,shp-SLVR-51,1,1
1073797020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -715,shp-RED-51,1,1
1073798090,RED,1,INBOUND-NORTH SHORE,,1,RED -005,shp-RED-01,1,1
1073799090,BLUE,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-003,shp-BLUE-51,1,1
1073800090,BLUE,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-003,shp-BLUE-51,1,1
1073801090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -008,shp-RED-51,1,1
1073802070,BLUE,3,INBOUND-NORTH SHORE,,1,BLUE-003,shp-BLUE-01,1,1
1073803090,RED,1,INBOUND-NORTH SHORE,,1,RED -006,shp-RED-01,1,1
1073804020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-016,shp-SLVR-51,1,1
1073805020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -711,shp-RED-51,1,1
1073806020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-007,shp-SLVR-51,1,1
1073807020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-010,shp-SLVR-51,1,1
1073808090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -006,shp-RED-51,1,1
10738090,53,1,OUTBOUND-WEST MIFFLIN,,0,53 -135,shp-53-51,1,1
1073809020,SLVR,4,INBOUND-WASHINGTON JUNCTION,,1,SLVR-013,shp-SLVR-06,1,1
1073811010,RED,2,INBOUND-NORTH SHORE,,1,RED -006,shp-RED-01,1,1
1073812020,BLUE,4,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073813090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-010,shp-SLVR-51,1,1
1073814070,BLUE,3,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073815020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -012,shp-RED-51,1,1
1073816070,BLUE,3,INBOUND-NORTH SHORE,,1,BLUE-002,shp-BLUE-01,1,1
1073817020,RED,4,INBOUND-NORTH SHORE,,1,RED -015,shp-RED-01,1,1
1073818020,RED,4,INBOUND-NORTH SHORE,,1,RED -019,shp-RED-01,1,1
1073819020,BLUE,4,INBOUND-NORTH SHORE,,1,RED -716,shp-BLUE-01,1,1
1073820020,BLUE,4,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073821070,BLUE,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-001,shp-BLUE-51,1,1
1073822020,RED,4,INBOUND-NORTH SHORE,,1,RED -714,shp-RED-01,1,1
1073823010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -005,shp-RED-51,1,1
1073824010,RED,2,INBOUND-NORTH SHORE,,1,RED -004,shp-RED-01,1,1
1073825090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-010,shp-SLVR-01,1,1
1073826070,RED,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -008,shp-RED-51,1,1
1073827020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -018,shp-RED-51,1,1
1073828020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -702,shp-BLUE-51,1,1
1073829020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -721,shp-RED-51,1,1
1073830070,RED,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -004,shp-RED-51,1,1
1073831090,BLUE,1,INBOUND-NORTH SHORE,,1,BLUE-002,shp-BLUE-01,1,1
1073832020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-002,shp-BLUE-51,1,1
1073833020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-001,shp-BLUE-51,1,1
1073835090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073836010,RED,2,INBOUND-NORTH SHORE,,1,RED -006,shp-RED-01,1,1
1073837090,BLUE,1,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073838010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -009,shp-RED-51,1,1
1073839090,BLUE,1,INBOUND-NORTH SHORE,,1,BLUE-002,shp-BLUE-01,1,1
1073840010,SLVR,2,INBOUND-NORTH SHORE,,1,SLVR-011,shp-SLVR-01,1,1
1073841090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-010,shp-SLVR-51,1,1
1073842090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-010,shp-SLVR-51,1,1
1073843010,RED,2,INBOUND-NORTH SHORE,,1,RED -005,shp-RED-01,1,1
1073844010,RED,2,INBOUND-NORTH SHORE,,1,RED -009,shp-RED-01,1,1
1073845020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-015,shp-SLVR-51,1,1
1073846010,RED,2,INBOUND-NORTH SHORE,,1,RED -008,shp-RED-01,1,1
1073847020,SLVR,4,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073848010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -004,shp-RED-51,1,1
1073849020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-017,shp-SLVR-51,1,1
1073850070,RED,3,INBOUND-NORTH SHORE,,1,RED -006,shp-RED-01,1,1
1073851010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -004,shp-RED-51,1,1
1073852020,RED,4,INBOUND-NORTH SHORE,,1,RED -015,shp-RED-01,1,1
1073853020,RED,4,INBOUND-NORTH SHORE,,1,RED -018,shp-RED-01,1,1
1073854070,BLUE,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-002,shp-BLUE-51,1,1
1073855020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -712,shp-RED-51,1,1
1073856090,BLUE,1,INBOUND-NORTH SHORE,,1,BLUE-002,shp-BLUE-01,1,1
1073858070,BLUE,3,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073859090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -007,shp-RED-51,1,1
1073860070,RED,3,INBOUND-NORTH SHORE,,1,RED -008,shp-RED-01,1,1
1073861090,RED,1,INBOUND-NORTH SHORE,,1,RED -009,shp-RED-01,1,1
1073862020,BLUE,4,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073863020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073864070,RED,3,INBOUND-NORTH SHORE,,1,RED -006,shp-RED-01,1,1
1073865020,SLVR,4,INBOUND-WASHINGTON JUNCTION,,1,SLVR-011,shp-SLVR-06,1,1
1073866090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-012,shp-SLVR-01,1,1
1073867020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -010,shp-RED-51,1,1
1073868020,RED,4,INBOUND-NORTH SHORE,,1,RED -009,shp-RED-01,1,1
1073869020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -018,shp-RED-51,1,1
1073870020,RED,4,INBOUND-NORTH SHORE,,1,RED -704,shp-RED-01,1,1
1073871090,RED,1,INBOUND-NORTH SHORE,,1,RED -004,shp-RED-01,1,1
1073872090,BLUE,1,INBOUND-NORTH SHORE,,1,BLUE-003,shp-BLUE-01,1,1
1073873020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073874070,SLVR,3,OUTBOUND-LIBRARY,,0,SLVR-014,shp-SLVR-51,1,1
1073875010,RED,2,INBOUND-NORTH SHORE,,1,RED -006,shp-RED-01,1,1
1073876020,BLUE,4,INBOUND-NORTH SHORE,,1,BLUE-003,shp-BLUE-01,1,1
1073877090,BLUE,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-002,shp-BLUE-51,1,1
1073878090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073879070,RED,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -004,shp-RED-51,1,1
1073880090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -007,shp-RED-51,1,1
1073881090,RED,1,INBOUND-NORTH SHORE,,1,RED -007,shp-RED-01,1,1
1073882070,BLUE,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-003,shp-BLUE-51,1,1
1073883070,BLUE,3,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
1073884010,SLVR,2,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073885070,RED,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -007,shp-RED-51,1,1
1073886020,BLUE,4,INBOUND-NORTH SHORE,,1,BLUE-005,shp-BLUE-01,1,1
1073887020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -714,shp-RED-51,1,1
1073888090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -004,shp-RED-51,1,1
1073889020,BLUE,4,INBOUND-NORTH SHORE,,1,RED -715,shp-BLUE-01,1,1
1073890020,SLVR,4,INBOUND-NORTH SHORE,,1,SLVR-009,shp-SLVR-01,1,1
1073891020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-018,shp-SLVR-51,1,1
1073892090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-012,shp-SLVR-51,1,1
1073893020,SLVR,4,INBOUND-NORTH SHORE,,1,SLVR-010,shp-SLVR-01,1,1
1073894020,SLVR,4,OUTBOUND-LIBRARY STATION,,0,SLVR-007,shp-SLVR-55,1,1
1073895020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -006,shp-RED-51,1,1
1073896010,RED,2,INBOUND-NORTH SHORE,,1,RED -008,shp-RED-01,1,1
1073897020,SLVR,4,INBOUND-NORTH SHORE,,1,SLVR-015,shp-SLVR-01,1,1
1073898020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-906,shp-BLUE-51,1,1
1073899020,RED,4,INBOUND-NORTH SHORE,,1,RED -705,shp-RED-01,1,1
1073900010,SLVR,2,INBOUND-NORTH SHORE,,1,SLVR-011,shp-SLVR-01,1,1
1073901070,BLUE,3,INBOUND-NORTH SHORE,,1,BLUE-001,shp-BLUE-01,1,1
10739020,17,4,OUTBOUND-SHADELAND,,0,13 -064,shp-17-51,1,1
1073902090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-010,shp-SLVR-01,1,1
1073903010,BLUE,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-001,shp-BLUE-51,1,1
1073904020,BLUE,4,INBOUND-NORTH SHORE,,1,BLUE-002,shp-BLUE-01,1,1
1073905090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073906020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-015,shp-SLVR-51,1,1
1073907020,SLVR,4,INBOUND-WASHINGTON JUNCTION,,1,SLVR-007,shp-SLVR-06,1,1
1073908020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -011,shp-RED-51,1,1
1073909090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-011,shp-SLVR-01,1,1
1073910070,RED,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -010,shp-RED-51,1,1
1073911010,SLVR,2,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073912090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073913020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -706,shp-BLUE-51,1,1
1073914070,RED,3,INBOUND-NORTH SHORE,,1,RED -004,shp-RED-01,1,1
1073915090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -006,shp-RED-51,1,1
1073916020,RED,4,INBOUND-NORTH SHORE,,1,RED -020,shp-RED-01,1,1
1073917020,RED,4,INBOUND-NORTH SHORE,,1,RED -008,shp-RED-01,1,1
1073918020,SLVR,4,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073919090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073920090,RED,1,INBOUND-NORTH SHORE,,1,RED -009,shp-RED-01,1,1
1073921020,SLVR,4,INBOUND-WASHINGTON JUNCTION,,1,SLVR-011,shp-SLVR-06,1,1
1073922010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -005,shp-RED-51,1,1
1073923020,RED,4,INBOUND-NORTH SHORE,,1,RED -702,shp-RED-01,1,1
1073924070,SLVR,3,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073925020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-902,shp-BLUE-51,1,1
1073926070,SLVR,3,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073927090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-012,shp-SLVR-01,1,1
1073928090,RED,1,INBOUND-NORTH SHORE,,1,RED -007,shp-RED-01,1,1
1073929090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073930010,BLUE,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-002,shp-BLUE-51,1,1
1073931070,BLUE,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-002,shp-BLUE-51,1,1
1073932070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-012,shp-SLVR-01,1,1
1073933010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -006,shp-RED-51,1,1
1073934020,RED,4,INBOUND-NORTH SHORE,,1,RED -010,shp-RED-01,1,1
1073935090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-010,shp-SLVR-01,1,1
1073936090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-011,shp-SLVR-01,1,1
1073937020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -720,shp-RED-51,1,1
1073938090,BLUE,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-002,shp-BLUE-51,1,1
1073939010,BLUE,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-003,shp-BLUE-51,1,1
1073940070,RED,3,INBOUND-NORTH SHORE,,1,RED -010,shp-RED-01,1,1
1073941010,SLVR,2,OUTBOUND-LIBRARY,,0,SLVR-010,shp-SLVR-51,1,1
1073942090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -005,shp-RED-51,1,1
1073943020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073944020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-009,shp-SLVR-51,1,1
1073945070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-014,shp-SLVR-01,1,1
1073946070,RED,3,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -010,shp-RED-51,1,1
1073947020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-905,shp-BLUE-51,1,1
1073948020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-015,shp-SLVR-51,1,1
1073949090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -008,shp-RED-51,1,1
1073950010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -005,shp-RED-51,1,1
1073951020,SLVR,4,OUTBOUND-LIBRARY STATION,,0,SLVR-013,shp-SLVR-55,1,1
1073952090,BLUE,1,INBOUND-NORTH SHORE,,1,BLUE-003,shp-BLUE-01,1,1
1073953010,RED,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -009,shp-RED-51,1,1
1073954020,RED,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -009,shp-RED-51,1,1
1073955070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073956010,BLUE,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-002,shp-BLUE-51,1,1
1073958090,RED,1,INBOUND-NORTH SHORE,,1,RED -007,shp-RED-01,1,1
1073959090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -004,shp-RED-51,1,1
1073960020,SLVR,4,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073961020,BLUE,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -714,shp-BLUE-51,1,1
1073962090,SLVR,1,OUTBOUND-LIBRARY,,0,SLVR-013,shp-SLVR-51,1,1
1073964090,SLVR,1,INBOUND-NORTH SHORE,,1,SLVR-013,shp-SLVR-01,1,1
1073965090,RED,1,INBOUND-NORTH SHORE,,1,RED -004,shp-RED-01,1,1
1073966070,SLVR,3,OUTBOUND-LIBRARY,,0,SLVR-011,shp-SLVR-51,1,1
1073967070,SLVR,3,INBOUND-NORTH SHORE,,1,SLVR-012,shp-SLVR-01,1,1
1073968010,BLUE,2,OUTBOUND-SOUTH HILLS VILLAGE,,0,BLUE-002,shp-BLUE-51,1,1
1073969090,RED,1,INBOUND-NORTH SHORE,,1,RED -008,shp-RED-01,1,1
1073970070,RED,3,INBOUND-NORTH SHORE,,1,RED -010,shp-RED-01,1,1
1073971090,RED,1,OUTBOUND-SOUTH HILLS VILLAGE,,0,RED -004,shp-RED-51,1,1
